lang,word,count
anal1239,useless,5
anal1239,valley,5
anal1239,wake,5
anal1239,want,5
anal1239,whether,5
anal1239,widow's,5
anal1239,words,5
anal1239,work,5
anal1239,wrote,5
anal1239,yet,5
anal1239,able,4
anal1239,alone,4
anal1239,along,4
anal1239,backǃ,4
anal1239,bladder,4
anal1239,blew,4
anal1239,blind,4
anal1239,bottom,4
anal1239,broken,4
anal1239,burning,4
anal1239,can't,4
anal1239,care,4
anal1239,chase,4
anal1239,cho,4
anal1239,citrus,4
anal1239,climb,4
anal1239,collect,4
anal1239,decided,4
anal1239,doing,4
anal1239,dressed,4
anal1239,eaten,4
anal1239,else,4
anal1239,entered,4
anal1239,evening,4
anal1239,example,4
anal1239,feel,4
anal1239,felt,4
anal1239,fine,4
anal1239,finished,4
anal1239,frog,4
anal1239,function,4
anal1239,gives,4
anal1239,hair,4
anal1239,half,4
anal1239,happening,4
anal1239,held,4
anal1239,help,4
anal1239,hillside,4
anal1239,hole,4
anal1239,hugged,4
anal1239,known,4
anal1239,ko,4
anal1239,late,4
anal1239,laughing,4
anal1239,likewise,4
anal1239,magic,4
anal1239,makes,4
anal1239,making,4
anal1239,marry,4
anal1239,may,4
anal1239,meaning,4
anal1239,medicine,4
anal1239,met,4
anal1239,neck,4
anal1239,nor,4
anal1239,older,4
anal1239,opened,4
anal1239,orphan,4
anal1239,pan,4
anal1239,piece,4
anal1239,plenty,4
anal1239,point,4
anal1239,poop,4
anal1239,porcupine,4
anal1239,potato,4
anal1239,pregnant,4
anal1239,probably,4
anal1239,read,4
anal1239,refused,4
anal1239,rest,4
anal1239,return,4
anal1239,rooster,4
anal1239,salary,4
anal1239,scared,4
anal1239,settle,4
anal1239,shooting,4
anal1239,side,4
anal1239,sold,4
anal1239,stick,4
anal1239,stones,4
anal1239,struggling,4
anal1239,sweet,4
anal1239,tasty,4
anal1239,tells,4
anal1239,thinking,4
anal1239,though,4
anal1239,threshing,4
anal1239,try,4
anal1239,uncle,4
anal1239,walking,4
anal1239,wants,4
anal1239,warm,4
anal1239,week,4
anal1239,women,4
anal1239,works,4
anal1239,written,4
anal1239,younger,4
anal1239,youǃ,4
anal1239,add,3
anal1239,advice,3
anal1239,agree,3
anal1239,ahead,3
anal1239,among,3
anal1239,angnāl,3
anal1239,answered,3
anal1239,arrive,3
anal1239,ascended,3
anal1239,ash,3
anal1239,ashes,3
anal1239,asleep,3
anal1239,bamboo,3
anal1239,banana,3
anal1239,beauty,3
anal1239,becomes,3
anal1239,bent,3
anal1239,besides,3
anal1239,between,3
anal1239,bite,3
anal1239,blowing,3
anal1239,bought,3
anal1239,bound,3
anal1239,bows,3
anal1239,butt,3
anal1239,cancer,3
anal1239,carries,3
anal1239,cats,3
anal1239,cattle,3
anal1239,celebrate,3
anal1239,celebration,3
anal1239,changes,3
anal1239,chasing,3
anal1239,chickens,3
anal1239,clear,3
anal1239,collected,3
anal1239,colours,3
anal1239,concieve,3
anal1239,confined,3
anal1239,cow's,3
anal1239,cries,3
anal1239,cry,3
anal1239,dad,3
anal1239,deeds,3
anal1239,dies,3
anal1239,domestic,3
anal1239,doves,3
anal1239,downǃ,3
anal1239,drop,3
anal1239,enough,3
anal1239,enter,3
anal1239,every,3
anal1239,everything,3
anal1239,everywhere,3
anal1239,falls,3
anal1239,fat,3
anal1239,fed,3
anal1239,feed,3
anal1239,fetched,3
anal1239,fight,3
anal1239,fishing,3
anal1239,five,3
anal1239,fool,3
anal1239,foot,3
anal1239,fought,3
anal1239,gin,3
anal1239,grandfather,3
anal1239,grew,3
anal1239,grow,3
anal1239,grown,3
anal1239,guard,3
anal1239,gun,3
anal1239,hang,3
anal1239,happy,3
anal1239,hatched,3
anal1239,heads,3
anal1239,heavenly,3
anal1239,height,3
anal1239,hesitating,3
anal1239,hills,3
anal1239,himself,3
anal1239,ho,3
anal1239,huge,3
anal1239,instead,3
anal1239,kāngkol,3
anal1239,khāngche,3
anal1239,king's,3
anal1239,knew,3
anal1239,ladder,3
anal1239,lives,3
anal1239,looks,3
anal1239,lost,3
anal1239,male,3
anal1239,man's,3
anal1239,meeting,3
anal1239,mind,3
anal1239,mine,3
anal1239,moth,3
anal1239,mourns,3
anal1239,myself,3
anal1239,neither,3
anal1239,new,3
anal1239,nobody,3
anal1239,ohǃ,3
anal1239,orchid,3
anal1239,owner,3
anal1239,pa,3
anal1239,pain,3
anal1239,phunchung,3
anal1239,phyton,3
anal1239,picked,3
anal1239,piled,3
anal1239,pity,3
anal1239,planting,3
anal1239,pluck,3
anal1239,pour,3
anal1239,power,3
anal1239,prepared,3
anal1239,pretending,3
anal1239,rains,3
anal1239,rat,3
anal1239,relatives,3
anal1239,remains,3
anal1239,reply,3
anal1239,riding,3
anal1239,ripe,3
anal1239,rolled,3
anal1239,sad,3
anal1239,sattle,3
anal1239,second,3
anal1239,shawl,3
anal1239,shit,3
anal1239,shoots,3
anal1239,smooth,3
anal1239,snare,3
anal1239,soldiers,3
anal1239,soon,3
anal1239,speak,3
anal1239,spicies,3
anal1239,spin,3
anal1239,stand,3
anal1239,started,3
anal1239,stomach,3
anal1239,suck,3
anal1239,suffering,3
anal1239,taken,3
anal1239,takes,3
anal1239,tāngse,3
anal1239,thatǃ,3
anal1239,throw,3
anal1239,tightly,3
anal1239,tomorrow,3
anal1239,touched,3
anal1239,treated,3
anal1239,tried,3
anal1239,trying,3
anal1239,type,3
anal1239,uncles,3
anal1239,uphill,3
anal1239,used,3
anal1239,vanishes,3
anal1239,veranda,3
anal1239,waist,3
anal1239,we'll,3
anal1239,wearing,3
anal1239,welcomed,3
anal1239,whole,3
anal1239,whoosh,3
anal1239,wiped,3
anal1239,wives,3
anal1239,woke,3
anal1239,won,3
anal1239,won't,3
anal1239,worried,3
anal1239,yours,3
anal1239,above,2
anal1239,adal,2
anal1239,adult,2
anal1239,adults,2
anal1239,afterwards,2
anal1239,age,2
anal1239,ahaǃ,2
anal1239,ahlija,2
anal1239,akarhuke,2
anal1239,ammo,2
anal1239,anals,2
anal1239,approaching,2
anal1239,area,2
anal1239,arrow,2
anal1239,arums,2
anal1239,asha,2
anal1239,asking,2
anal1239,asks,2
anal1239,avenge,2
anal1239,banyan,2
anal1239,bare,2
anal1239,bath,2
anal1239,bathing,2
anal1239,bay,2
anal1239,beginning,2
anal1239,believe,2
anal1239,bepu̠,2
anal1239,beshol,2
anal1239,best,2
anal1239,better,2
anal1239,bin,2
anal1239,binding,2
anal1239,birds,2
anal1239,bitterness,2
anal1239,blocked,2
anal1239,blows,2
anal1239,body,2
anal1239,boling,2
anal1239,break,2
anal1239,broom,2
anal1239,brothersː,2
anal1239,built,2
anal1239,bull,2
anal1239,burma,2
anal1239,burmese,2
anal1239,burns,2
anal1239,burnt,2
anal1239,burrow,2
anal1239,butt's,2
anal1239,butterfly,2
anal1239,buy,2
anal1239,bye,2
anal1239,carefully,2
anal1239,changeǃ,2
anal1239,chanshe,2
anal1239,check,2
anal1239,checked,2
anal1239,chief,2
anal1239,child's,2
anal1239,childrens,2
anal1239,choose,2
anal1239,clan,2
anal1239,closed,2
anal1239,compared,2
anal1239,compensate,2
anal1239,complete,2
anal1239,cooked,2
anal1239,couldn't,2
anal1239,crooked,2
anal1239,crossed,2
anal1239,cucumbers,2
anal1239,cuts,2
anal1239,dabu,2
anal1239,dance,2
anal1239,danced,2
anal1239,daughters,2
anal1239,daylight,2
anal1239,days,2
anal1239,death,2
anal1239,decendant,2
anal1239,defeated,2
anal1239,defecate,2
anal1239,delicious,2
anal1239,dirt,2
anal1239,disobeying,2
anal1239,dispute,2
anal1239,doctor,2
anal1239,done,2
anal1239,dont,2
anal1239,downg,2
anal1239,drink,2
anal1239,dying,2
anal1239,eagle's,2
anal1239,ears,2
anal1239,earth,2
anal1239,eates,2
anal1239,effigy,2
anal1239,ehǃ,2
anal1239,eldest,2
anal1239,elephant's,2
anal1239,end,2
anal1239,entirely,2
anal1239,enxt,2
anal1239,exactly,2
anal1239,explored,2
anal1239,extremely,2
anal1239,face,2
anal1239,falling,2
anal1239,feeling,2
anal1239,feels,2
anal1239,filled,2
anal1239,fin,2
anal1239,find,2
anal1239,fireplace,2
anal1239,firewood,2
anal1239,flies,2
anal1239,flute,2
anal1239,folded,2
anal1239,forget,2
anal1239,forgot,2
anal1239,found,2
anal1239,freely,2
anal1239,frightened,2
anal1239,front,2
anal1239,gather,2
anal1239,gone,2
anal1239,gonna,2
anal1239,gourds,2
anal1239,goǃ,2
anal1239,great,2
anal1239,greedy,2
anal1239,grinding,2
anal1239,guest,2
anal1239,guilty,2
anal1239,hand,2
anal1239,handover,2
anal1239,happily,2
anal1239,healer,2
anal1239,hearted,2
anal1239,heyǃ,2
anal1239,hi,2
anal1239,hid,2
anal1239,hiding,2
anal1239,hmm,2
anal1239,houses,2
anal1239,houseǃ,2
anal1239,hu,2
anal1239,hunger,2
anal1239,hungry,2
anal1239,i.e,2
anal1239,immediately,2
anal1239,inn,2
anal1239,itchy,2
anal1239,jackal,2
anal1239,jangkel,2
anal1239,japanese,2
anal1239,kadoka,2
anal1239,keko,2
anal1239,khol,2
anal1239,kinds,2
anal1239,knowledge,2
anal1239,kodil's,2
anal1239,kokororo,2
anal1239,kopu̠,2
anal1239,laid,2
anal1239,large,2
anal1239,larger,2
anal1239,leads,2
anal1239,leafs,2
anal1239,leaked,2
anal1239,leaving,2
anal1239,leg,2
anal1239,legs,2
anal1239,lets,2
anal1239,lick,2
anal1239,lies,2
anal1239,lifted,2
anal1239,living,2
anal1239,loud,2
anal1239,lungkam,2
anal1239,materials,2
anal1239,meal,2
anal1239,meje,2
anal1239,melt,2
anal1239,mends,2
anal1239,merchants,2
anal1239,middle,2
anal1239,milk,2
anal1239,mole,2
anal1239,moment,2
anal1239,month,2
anal1239,mortar,2
anal1239,most,2
anal1239,motherǃ,2
anal1239,mouth,2
anal1239,move,2
anal1239,moves,2
anal1239,moya,2
anal1239,murmur,2
anal1239,mushroom,2
anal1239,mustard,2
anal1239,myanmar,2
anal1239,nagged,2
anal1239,near,2
anal1239,neighbours,2
anal1239,nephew,2
anal1239,none,2
anal1239,nostrill,2
anal1239,noǃ,2
anal1239,obessing,2
anal1239,obey,2
anal1239,often,2
anal1239,okǃ,2
anal1239,openly,2
anal1239,ours,2
anal1239,outposts,2
anal1239,outside,2
anal1239,overcame,2
anal1239,overheard,2
anal1239,peeled,2
anal1239,phewǃ,2
anal1239,pick,2
anal1239,pig's,2
anal1239,pirāl,2
anal1239,plant,2
anal1239,planted,2
anal1239,play,2
anal1239,playing,2
anal1239,plot,2
anal1239,poked,2
anal1239,poking,2
anal1239,poured,2
anal1239,prepare,2
anal1239,previous,2
anal1239,problems,2
anal1239,proper,2
anal1239,proudly,2
anal1239,proverbs,2
anal1239,pulling,2
anal1239,punched,2
anal1239,putting,2
anal1239,question,2
anal1239,quite,2
anal1239,rats,2
anal1239,ready,2
anal1239,reaped,2
anal1239,regret,2
anal1239,remained,2
anal1239,remembered,2
anal1239,renowing,2
anal1239,repeated,2
anal1239,resurrect,2
anal1239,resurrected,2
anal1239,rising,2
anal1239,roam,2
anal1239,role,2
anal1239,rumour,2
anal1239,rungkhu,2
anal1239,saliva,2
anal1239,sang,2
anal1239,scent,2
anal1239,scratched,2
anal1239,secretly,2
anal1239,seeǃ,2
anal1239,serve,2
anal1239,seven,2
anal1239,shakes,2
anal1239,shamanism,2
anal1239,shame,2
anal1239,share,2
anal1239,sharpening,2
anal1239,shell,2
anal1239,shoot,2
anal1239,show,2
anal1239,showed,2
anal1239,sickle,2
anal1239,silver,2
anal1239,similarly,2
anal1239,singing,2
anal1239,single,2
anal1239,sister's,2
anal1239,sisterǃ,2
anal1239,sit,2
anal1239,sits,2
anal1239,sleep,2
anal1239,sleeping,2
anal1239,slept,2
anal1239,sling,2
anal1239,slowly,2
anal1239,smashed,2
anal1239,snakes,2
anal1239,sneezes,2
anal1239,somebody,2
anal1239,someone's,2
anal1239,songs,2
anal1239,soul,2
anal1239,spine,2
anal1239,spinned,2
anal1239,spit,2
anal1239,spitting,2
anal1239,spray,2
anal1239,spring,2
anal1239,stamp,2
anal1239,stamped,2
anal1239,stepmother's,2
anal1239,stood,2
anal1239,stopped,2
anal1239,strike,2
anal1239,strong,2
anal1239,sufficient,2
anal1239,sungtha,2
anal1239,supposed,2
anal1239,t,2
anal1239,tale,2
anal1239,talking,2
anal1239,tastes,2
anal1239,telling,2
anal1239,thanglarni,2
anal1239,thatch,2
anal1239,thirst,2
anal1239,thorn,2
anal1239,thoughts,2
anal1239,throat,2
anal1239,thumpa,2
anal1239,timpahrang,2
anal1239,tingtang,2
anal1239,tiny,2
anal1239,touch,2
anal1239,transformed,2
anal1239,tray,2
anal1239,trees,2
anal1239,true,2
anal1239,trunk,2
anal1239,ugliness,2
anal1239,ugly,2
anal1239,unable,2
anal1239,unripe,2
anal1239,upon,2
anal1239,upset,2
anal1239,upǃ,2
anal1239,urinary,2
anal1239,urinate,2
anal1239,using,2
anal1239,wags,2
anal1239,waiting,2
anal1239,walk,2
anal1239,walks,2
anal1239,wall,2
anal1239,walnut,2
anal1239,wandering,2
anal1239,wanted,2
anal1239,wash,2
anal1239,watch,2
anal1239,waving,2
anal1239,wear,2
anal1239,whatever,2
anal1239,widow,2
anal1239,winter,2
anal1239,wizard,2
anal1239,word,2
anal1239,worked,2
anal1239,worm,2
anal1239,wrapped,2
anal1239,youth,2
anal1239,10,1
anal1239,100,1
anal1239,2,1
anal1239,23,1
anal1239,2nd,1
anal1239,3,1
anal1239,abanduntly,1
anal1239,abilities,1
anal1239,absolutely,1
anal1239,accessories,1
anal1239,accomplished,1
anal1239,achieve,1
anal1239,acres,1
anal1239,across,1
anal1239,acted,1
anal1239,active,1
anal1239,against,1
anal1239,againǃ,1
anal1239,agreed,1
anal1239,ahem.please,1
anal1239,ahhhǃ,1
anal1239,aim,1
anal1239,aimed,1
anal1239,allow,1
anal1239,allowed,1
anal1239,almost,1
anal1239,alright,1
anal1239,although,1
anal1239,ancester,1
anal1239,angpu̠'s,1
anal1239,animal,1
anal1239,anthill,1
anal1239,any,1
anal1239,anymore,1
anal1239,appealed,1
anal1239,appearance,1
anal1239,appeared,1
anal1239,applied,1
anal1239,approachingǃ,1
anal1239,appropriately,1
anal1239,argued,1
anal1239,aro,1
anal1239,arranged,1
anal1239,arriving,1
anal1239,arrows,1
anal1239,arungral,1
anal1239,ascend,1
anal1239,ashakhol,1
anal1239,ashamed,1
anal1239,aslo,1
anal1239,astray,1
anal1239,aunt,1
anal1239,auntie's,1
anal1239,aunty,1
anal1239,avenged,1
anal1239,avenging,1
anal1239,awake,1
anal1239,aware,1
anal1239,baaammm,1
anal1239,bachelor,1
anal1239,bachelors,1
anal1239,backdoors,1
anal1239,bananas,1
anal1239,bang,1
anal1239,bank,1
anal1239,bazar,1
anal1239,bear,1
anal1239,bearing,1
anal1239,beast,1
anal1239,beggining,1
anal1239,begin,1
anal1239,behaving,1
anal1239,belief,1
anal1239,believed,1
anal1239,belly,1
anal1239,belonging,1
anal1239,beloved,1
anal1239,below,1
anal1239,beneficial,1
anal1239,benefit,1
anal1239,beyond,1
anal1239,beǃ,1
anal1239,bind,1
anal1239,bites,1
anal1239,blast,1
anal1239,blessings,1
anal1239,blindfold,1
anal1239,blow,1
anal1239,blown,1
anal1239,boar's,1
anal1239,boil,1
anal1239,bolin's,1
anal1239,boom,1
anal1239,boomǃ,1
anal1239,boundary,1
anal1239,bowl,1
anal1239,box,1
anal1239,bright,1
anal1239,brings,1
anal1239,brush,1
anal1239,bud,1
anal1239,buried,1
anal1239,burried,1
anal1239,bushy,1
anal1239,business,1
anal1239,butterflies,1
anal1239,buyer,1
anal1239,calfǃ,1
anal1239,cameǃ,1
anal1239,campus,1
anal1239,carrying,1
anal1239,cat's,1
anal1239,celebrated,1
anal1239,chaling,1
anal1239,chance,1
anal1239,changedǃ,1
anal1239,chantara,1
anal1239,chati,1
anal1239,chatting,1
anal1239,chick,1
anal1239,chili,1
anal1239,chilli,1
anal1239,chilly,1
anal1239,chintara,1
anal1239,chintaranu,1
anal1239,chitnaranu,1
anal1239,chop,1
anal1239,christainity,1
anal1239,church,1
anal1239,chutney,1
anal1239,circle,1
anal1239,claim,1
anal1239,claimed,1
anal1239,clans,1
anal1239,clean,1
anal1239,cleaning,1
anal1239,climed,1
anal1239,close,1
anal1239,cloth,1
anal1239,clouds,1
anal1239,colour,1
anal1239,colourful,1
anal1239,comfort,1
anal1239,comingǃ,1
anal1239,completed,1
anal1239,completely,1
anal1239,confine,1
anal1239,confused,1
anal1239,considered,1
anal1239,container,1
anal1239,containing,1
anal1239,continue,1
anal1239,continues,1
anal1239,contribute,1
anal1239,converted,1
anal1239,cool,1
anal1239,corner,1
anal1239,couples,1
anal1239,cracked,1
anal1239,cracking,1
anal1239,crawl,1
anal1239,crawled,1
anal1239,crowing,1
anal1239,cultivators,1
anal1239,curled,1
anal1239,curved,1
anal1239,custom,1
anal1239,cutting,1
anal1239,cycle,1
anal1239,dancing,1
anal1239,daugher,1
anal1239,daugther,1
anal1239,dawn,1
anal1239,deadǃ,1
anal1239,debt,1
anal1239,decends,1
anal1239,deed,1
anal1239,delivery,1
anal1239,denied,1
anal1239,depend,1
anal1239,destroy,1
anal1239,differed,1
anal1239,difficult,1
anal1239,diiferent,1
anal1239,dilemma,1
anal1239,dinner,1
anal1239,dirty,1
anal1239,disagrees,1
anal1239,discussed,1
anal1239,disobeyingly,1
anal1239,distributed,1
anal1239,divorce,1
anal1239,doctors,1
anal1239,dogs,1
anal1239,downside,1
anal1239,dressing,1
anal1239,dries,1
anal1239,drown,1
anal1239,dryer,1
anal1239,drying,1
anal1239,duties,1
anal1239,e,1
anal1239,eagles,1
anal1239,earn,1
anal1239,earthworms,1
anal1239,eater,1
anal1239,eatǃ,1
anal1239,eee,1
anal1239,eggs,1
anal1239,ehaha,1
