glottocode,word,sum_count,same_meaning,glottolog_langname
sout1528,motor,336,TRUE,Serbian-Croatian-Bosnian
stan1288,define,336,TRUE,Spanish
stan1290,pharynx,336,TRUE,French
dutc1256,fret,335,TRUE,Dutch
dutc1256,wee,335,FALSE,Dutch
finn1318,beat,335,TRUE,Finnish
ital1282,diverse,335,FALSE,Italian
ital1282,plank,335,TRUE,Italian
minn1241,bat,335,FALSE,Min Nan Chinese
nucl1301,deli,335,FALSE,Turkish
olde1238,east,335,TRUE,Old English (ca. 450-1100)
poli1260,lump,335,FALSE,Polish
port1283,urge,335,FALSE,Portuguese
roma1327,plastic,335,TRUE,Romanian
scot1243,coup,335,FALSE,Scots
stan1288,desperate,335,FALSE,Spanish
stan1288,mats,335,FALSE,Spanish
stan1290,communicative,335,FALSE,French
stan1295,consequent,335,FALSE,German
swah1253,vile,335,FALSE,Swahili
iris1253,post,334,TRUE,Irish
ital1282,site,334,FALSE,Italian
lati1261,brute,334,FALSE,Latin
lati1261,epitome,334,TRUE,Latin
lati1261,pungent,334,FALSE,Latin
poli1260,grunt,334,FALSE,Polish
stan1288,males,334,FALSE,Spanish
stan1290,batteries,334,FALSE,French
stan1295,finale,334,TRUE,German
stan1295,inverse,334,FALSE,German
swed1254,tom,334,FALSE,Swedish
czec1258,base,333,TRUE,Czech
dutc1256,link,333,TRUE,Dutch
esto1258,pole,333,FALSE,Estonian
esto1258,road,333,FALSE,Estonian
esto1258,sea,333,FALSE,Estonian
ital1282,lustre,333,TRUE,Italian
ital1282,missile,333,TRUE,Italian
lati1261,solve,333,FALSE,Latin
port1283,chip,333,TRUE,Portuguese
port1283,coral,333,TRUE,Portuguese
port1283,roots,333,FALSE,Portuguese
roma1327,pace,333,FALSE,Romanian
roma1327,port,333,TRUE,Romanian
roma1327,singular,333,TRUE,Romanian
stan1288,presume,333,TRUE,Spanish
stan1288,rife,333,FALSE,Spanish
stan1290,curriculum,333,TRUE,French
stan1290,skis,333,FALSE,French
czec1258,met,332,FALSE,Czech
dutc1256,design,332,TRUE,Dutch
dutc1256,paste,332,FALSE,Dutch
ital1282,urine,332,TRUE,Italian
poli1260,lace,332,FALSE,Polish
port1283,decide,332,TRUE,Portuguese
roma1327,team,332,TRUE,Romanian
scot1243,simmer,332,FALSE,Scots
taga1270,slang,332,FALSE,Tagalog
dutc1256,wan,331,FALSE,Dutch
hmon1333,tug,331,FALSE,Hmong Daw
ital1282,clown,331,TRUE,Italian
nucl1301,ant,331,FALSE,Turkish
port1283,extra,331,TRUE,Portuguese
sout1528,bog,331,FALSE,Serbian-Croatian-Bosnian
stan1288,polio,331,FALSE,Spanish
stan1290,barons,331,FALSE,French
stan1290,cabinets,331,FALSE,French
stan1290,harem,331,TRUE,French
dutc1256,column,330,TRUE,Dutch
iban1264,tang,330,FALSE,Iban
ital1282,valve,330,TRUE,Italian
lati1261,turbine,330,FALSE,Latin
nucl1301,gel,330,FALSE,Turkish
poli1260,limit,330,TRUE,Polish
port1283,expert,330,TRUE,Portuguese
port1283,oriental,330,TRUE,Portuguese
stan1288,magnate,330,TRUE,Spanish
swed1254,lift,330,TRUE,Swedish
czec1258,pat,329,FALSE,Czech
ital1282,fibre,329,TRUE,Italian
port1283,flood,329,TRUE,Portuguese
port1283,partner,329,FALSE,Portuguese
stan1288,algebra,329,FALSE,Spanish
stan1290,concessions,329,FALSE,French
stan1290,coroner,329,TRUE,French
stan1290,expansive,329,FALSE,French
stan1290,productions,329,FALSE,French
cebu1242,animal,328,TRUE,Cebuano
dani1285,bed,328,TRUE,Danish
dani1285,radio,328,TRUE,Danish
dutc1256,lens,328,TRUE,Dutch
dutc1256,rob,328,FALSE,Dutch
roma1327,fir,328,FALSE,Romanian
roma1327,leader,328,FALSE,Romanian
stan1290,insurgent,328,FALSE,French
stan1290,monuments,328,FALSE,French
czec1258,ace,327,FALSE,Czech
dutc1256,excellent,327,TRUE,Dutch
dutc1256,golf,327,TRUE,Dutch
ital1282,imitate,327,FALSE,Italian
ital1282,quiz,327,TRUE,Italian
lati1261,contribute,327,FALSE,Latin
lati1261,piles,327,FALSE,Latin
lati1261,significant,327,FALSE,Latin
stan1288,lobby,327,TRUE,Spanish
lati1261,disco,326,FALSE,Latin
mand1415,impart,326,FALSE,Mandarin Chinese
scot1245,fill,326,FALSE,Scottish Gaelic
stan1290,aspects,326,FALSE,French
stan1290,centuries,326,FALSE,French
stan1290,instructive,326,FALSE,French
stan1290,structural,326,TRUE,French
swed1254,tack,326,FALSE,Swedish
swed1254,verb,326,TRUE,Swedish
viet1252,organ,326,FALSE,Vietnamese
hung1274,modern,325,TRUE,Hungarian
ital1282,stucco,325,TRUE,Italian
lati1261,metropolis,325,TRUE,Latin
poli1260,stare,325,FALSE,Polish
port1283,brutal,325,TRUE,Portuguese
port1283,pulse,325,FALSE,Portuguese
scot1243,bodies,325,FALSE,Scots
scot1245,grad,325,FALSE,Scottish Gaelic
ital1282,racket,324,TRUE,Italian
lati1261,antique,324,FALSE,Latin
lati1261,lice,324,FALSE,Latin
lati1261,sage,324,FALSE,Latin
olde1238,west,324,TRUE,Old English (ca. 450-1100)
port1283,curse,324,FALSE,Portuguese
scot1245,praise,324,FALSE,Scottish Gaelic
stan1288,invade,324,TRUE,Spanish
stan1288,sprint,324,TRUE,Spanish
stan1290,adoptive,324,FALSE,French
stan1290,grime,324,FALSE,French
stan1290,religions,324,FALSE,French
stan1295,virulent,324,TRUE,German
swed1254,sort,324,TRUE,Swedish
indo1316,fail,323,FALSE,Standard Indonesian
lati1261,asset,323,FALSE,Latin
port1283,continue,323,TRUE,Portuguese
port1283,fade,323,FALSE,Portuguese
stan1288,boxer,323,FALSE,Spanish
stan1290,observant,323,TRUE,French
stan1290,traditions,323,FALSE,French
stan1295,superb,323,TRUE,German
dutc1256,platform,322,TRUE,Dutch
ital1282,include,322,FALSE,Italian
ital1282,indicate,322,FALSE,Italian
ital1282,item,322,FALSE,Italian
lati1261,investigator,322,TRUE,Latin
nucl1301,step,322,FALSE,Turkish
nucl1643,mike,322,FALSE,Japanese
roma1327,card,322,TRUE,Romanian
stan1288,facilitate,322,TRUE,Spanish
stan1288,legitimate,322,TRUE,Spanish
stan1288,mini,322,TRUE,Spanish
stan1290,morphine,322,TRUE,French
stan1290,plasma,322,TRUE,French
stan1290,spectral,322,TRUE,French
swed1254,heat,322,TRUE,Swedish
afri1274,base,321,FALSE,Afrikaans
czec1258,trap,321,TRUE,Czech
dutc1256,reserve,321,TRUE,Dutch
iris1253,bail,321,FALSE,Irish
ital1282,convince,321,FALSE,Italian
lati1261,pave,321,FALSE,Latin
poli1260,spin,321,TRUE,Polish
scot1243,steer,321,FALSE,Scots
stan1290,confluence,321,TRUE,French
stan1290,inclusion,321,TRUE,French
stan1295,pseudonym,321,TRUE,German
stan1306,pan,321,FALSE,Standard Malay
swed1254,nice,321,FALSE,Swedish
swed1254,tan,321,FALSE,Swedish
dani1285,net,320,TRUE,Danish
dutc1256,protest,320,TRUE,Dutch
hung1274,roller,320,FALSE,Hungarian
icel1247,mark,320,TRUE,Icelandic
indo1316,tank,320,TRUE,Standard Indonesian
ital1282,saliva,320,TRUE,Italian
lati1261,heroes,320,FALSE,Latin
poli1260,humor,320,TRUE,Polish
port1283,retire,320,TRUE,Portuguese
scot1243,leaf,320,TRUE,Scots
stan1288,cabaret,320,TRUE,Spanish
stan1288,champagne,320,TRUE,Spanish
stan1288,vistas,320,FALSE,Spanish
stan1290,frustration,320,TRUE,French
stan1290,glucose,320,TRUE,French
stan1290,patchwork,320,TRUE,French
stan1290,subpoena,320,TRUE,French
swed1254,grad,320,FALSE,Swedish
dutc1256,image,319,TRUE,Dutch
ital1282,magazine,319,TRUE,Italian
lati1261,simulate,319,FALSE,Latin
poli1260,hotel,319,TRUE,Polish
poli1260,mile,319,FALSE,Polish
port1283,liar,319,FALSE,Portuguese
port1283,taxa,319,FALSE,Portuguese
roma1327,arc,319,TRUE,Romanian
scot1243,lap,319,FALSE,Scots
stan1288,duplicate,319,TRUE,Spanish
stan1288,gentlemen,319,FALSE,Spanish
stan1290,affidavit,319,TRUE,French
stan1290,radioactive,319,TRUE,French
stan1290,revenues,319,FALSE,French
stan1290,supervise,319,TRUE,French
afri1274,lens,318,TRUE,Afrikaans
dani1285,show,318,TRUE,Danish
indo1316,program,318,TRUE,Standard Indonesian
lati1261,irritate,318,FALSE,Latin
lati1261,operas,318,FALSE,Latin
port1283,doe,318,FALSE,Portuguese
roma1327,normal,318,TRUE,Romanian
stan1290,concoction,318,TRUE,French
stan1290,prostate,318,TRUE,French
swed1254,sedan,318,TRUE,Swedish
czec1258,serve,317,FALSE,Czech
czec1258,tip,317,TRUE,Czech
dani1285,general,317,TRUE,Danish
dutc1256,fix,317,FALSE,Dutch
finn1318,rope,317,FALSE,Finnish
iris1253,fad,317,FALSE,Irish
lati1261,imam,317,FALSE,Latin
lati1261,supple,317,FALSE,Latin
roma1327,introduce,317,TRUE,Romanian
stan1288,copyright,317,TRUE,Spanish
stan1288,proverbial,317,TRUE,Spanish
stan1295,digital,317,TRUE,German
hmon1333,mob,316,FALSE,Hmong Daw
ital1282,mule,316,TRUE,Italian
ital1282,positive,316,FALSE,Italian
olde1238,dry,316,FALSE,Old English (ca. 450-1100)
poli1260,blade,316,FALSE,Polish
poli1260,trip,316,TRUE,Polish
stan1288,bumper,316,TRUE,Spanish
stan1288,greens,316,FALSE,Spanish
stan1290,causal,316,TRUE,French
stan1290,freezer,316,FALSE,French
swed1254,strong,316,TRUE,Swedish
ital1282,relapse,315,FALSE,Italian
lati1261,climax,315,FALSE,Latin
lati1261,statute,315,FALSE,Latin
poli1260,gap,315,FALSE,Polish
port1283,preserve,315,TRUE,Portuguese
port1283,torture,315,TRUE,Portuguese
scot1243,lamp,315,FALSE,Scots
stan1288,dedicate,315,TRUE,Spanish
stan1288,floral,315,TRUE,Spanish
stan1290,iceberg,315,TRUE,French
stan1290,recapture,315,TRUE,French
stan1290,sabotage,315,TRUE,French
stan1290,saga,315,TRUE,French
ital1282,rally,314,TRUE,Italian
lati1261,deficit,314,FALSE,Latin
lati1261,lecture,314,FALSE,Latin
port1283,pastor,314,TRUE,Portuguese
port1283,ripe,314,FALSE,Portuguese
slov1269,pod,314,FALSE,Slovak
stan1288,insular,314,FALSE,Spanish
stan1288,mascara,314,FALSE,Spanish
stan1290,experts,314,FALSE,French
dutc1256,prove,313,FALSE,Dutch
indo1316,pita,313,TRUE,Standard Indonesian
poli1260,den,313,FALSE,Polish
port1283,revolver,313,FALSE,Portuguese
roma1327,argument,313,TRUE,Romanian
roma1327,dry,313,TRUE,Romanian
sout1528,pile,313,FALSE,Serbian-Croatian-Bosnian
stan1288,cholera,313,FALSE,Spanish
stan1288,crucial,313,TRUE,Spanish
stan1288,marketing,313,TRUE,Spanish
stan1288,pretended,313,FALSE,Spanish
stan1288,valet,313,FALSE,Spanish
stan1290,clauses,313,FALSE,French
stan1295,vigilant,313,FALSE,German
finn1318,cover,312,TRUE,Finnish
finn1318,move,312,FALSE,Finnish
lati1261,degenerate,312,FALSE,Latin
lati1261,inspector,312,TRUE,Latin
lati1261,tote,312,FALSE,Latin
nucl1301,net,312,TRUE,Turkish
port1283,cheque,312,TRUE,Portuguese
port1283,disco,312,TRUE,Portuguese
port1283,gate,312,TRUE,Portuguese
port1283,major,312,FALSE,Portuguese
port1283,tape,312,FALSE,Portuguese
port1283,vote,312,TRUE,Portuguese
stan1288,machete,312,TRUE,Spanish
stan1288,zip,312,TRUE,Spanish
dutc1256,worst,311,FALSE,Dutch
finn1318,tee,311,FALSE,Finnish
ital1282,turbine,311,TRUE,Italian
ital1282,whisky,311,TRUE,Italian
lati1261,diploma,311,TRUE,Latin
nucl1643,matte,311,FALSE,Japanese
poli1260,stole,311,FALSE,Polish
port1283,performance,311,TRUE,Portuguese
stan1288,menstrual,311,TRUE,Spanish
stan1290,instinctive,311,TRUE,French
stan1290,intuitive,311,TRUE,French
stan1290,pipeline,311,TRUE,French
stan1290,vortex,311,TRUE,French
dutc1256,camera,310,TRUE,Dutch
dutc1256,harp,310,TRUE,Dutch
hmon1333,dab,310,FALSE,Hmong Daw
indo1316,stem,310,TRUE,Standard Indonesian
iris1253,focal,310,FALSE,Irish
ital1282,nursery,310,TRUE,Italian
lati1261,abdomen,310,TRUE,Latin
lati1261,quote,310,FALSE,Latin
lati1261,salsa,310,FALSE,Latin
port1283,inquire,310,FALSE,Portuguese
stan1288,solace,310,TRUE,Spanish
stan1290,barbecue,310,TRUE,French
stan1290,cracks,310,FALSE,French
stan1290,fixes,310,FALSE,French
stan1290,grasses,310,FALSE,French
stan1295,floral,310,TRUE,German
afri1274,beer,309,FALSE,Afrikaans
czec1258,sentence,309,TRUE,Czech
dani1285,dog,309,FALSE,Danish
dutc1256,content,309,TRUE,Dutch
indo1316,meter,309,TRUE,Standard Indonesian
ital1282,prose,309,TRUE,Italian
lati1261,contemplate,309,FALSE,Latin
port1283,compare,309,TRUE,Portuguese
port1283,perpendicular,309,TRUE,Portuguese
port1283,sweep,309,TRUE,Portuguese
scot1243,maiden,309,TRUE,Scots
stan1288,alienate,309,TRUE,Spanish
stan1290,inhalation,309,TRUE,French
swed1254,bred,309,FALSE,Swedish
taga1270,din,309,FALSE,Tagalog
esto1258,mind,308,FALSE,Estonian
iris1253,harm,308,FALSE,Irish
ital1282,precise,308,TRUE,Italian
lati1261,invade,308,FALSE,Latin
lati1261,regimen,308,FALSE,Latin
olde1238,wine,308,FALSE,Old English (ca. 450-1100)
port1283,jack,308,TRUE,Portuguese
port1283,motive,308,FALSE,Portuguese
roma1327,republic,308,TRUE,Romanian
stan1288,bona,308,FALSE,Spanish
stan1288,compute,308,TRUE,Spanish
stan1288,fumes,308,FALSE,Spanish
stan1290,adaptable,308,TRUE,French
stan1290,derby,308,TRUE,French
stan1290,enclave,308,TRUE,French
stan1295,molar,308,TRUE,German
hung1274,platform,307,TRUE,Hungarian
indo1316,spot,307,TRUE,Standard Indonesian
poli1260,pet,307,FALSE,Polish
scot1243,fare,307,FALSE,Scots
stan1295,beige,307,TRUE,German
tokp1240,skin,307,TRUE,Tok Pisin
czec1258,mile,306,FALSE,Czech
dani1285,mere,306,FALSE,Danish
dutc1256,lake,306,FALSE,Dutch
dutc1256,landing,306,TRUE,Dutch
ital1282,duo,306,TRUE,Italian
nucl1301,dam,306,FALSE,Turkish
nucl1301,harp,306,FALSE,Turkish
olde1238,self,306,TRUE,Old English (ca. 450-1100)
oldn1244,get,306,TRUE,Old Norse
port1283,rogue,306,FALSE,Portuguese
port1283,vertical,306,TRUE,Portuguese
scot1243,poem,306,TRUE,Scots
stan1288,reproduce,306,TRUE,Spanish
stan1288,tango,306,TRUE,Spanish
stan1295,genital,306,TRUE,German
swed1254,information,306,TRUE,Swedish
swed1254,lake,306,FALSE,Swedish
swed1254,private,306,FALSE,Swedish
indo1316,pot,305,TRUE,Standard Indonesian
ital1282,coma,305,TRUE,Italian
lati1261,foetus,305,FALSE,Latin
nucl1643,baton,305,FALSE,Japanese
olde1238,red,305,FALSE,Old English (ca. 450-1100)
roma1327,bridge,305,TRUE,Romanian
roma1327,price,305,FALSE,Romanian
stan1288,incorporate,305,TRUE,Spanish
stan1288,monumental,305,TRUE,Spanish
stan1290,input,305,TRUE,French
stan1295,sprint,305,FALSE,German
swed1254,race,305,TRUE,Swedish
swed1254,rot,305,FALSE,Swedish
wels1247,brat,305,FALSE,Welsh
wels1247,radio,305,TRUE,Welsh
afri1274,bus,304,TRUE,Afrikaans
dutc1256,mix,304,TRUE,Dutch
dutc1256,pier,304,TRUE,Dutch
icel1247,art,304,FALSE,Icelandic
indo1316,pin,304,TRUE,Standard Indonesian
iris1253,hath,304,FALSE,Irish
lati1261,decorate,304,FALSE,Latin
lati1261,exclude,304,FALSE,Latin
lati1261,requires,304,FALSE,Latin
lati1261,response,304,FALSE,Latin
maor1246,tuna,304,FALSE,Maori
roma1327,motor,304,TRUE,Romanian
stan1288,deteriorate,304,TRUE,Spanish
stan1288,molecular,304,TRUE,Spanish
stan1290,nicotine,304,TRUE,French
stan1290,tends,304,FALSE,French
swed1254,read,304,FALSE,Swedish
afri1274,sand,303,TRUE,Afrikaans
dutc1256,reeds,303,FALSE,Dutch
dutc1256,snap,303,FALSE,Dutch
finn1318,oven,303,FALSE,Finnish
ital1282,appropriate,303,FALSE,Italian
ital1282,spider,303,TRUE,Italian
nucl1301,aka,303,FALSE,Turkish
poli1260,hut,303,FALSE,Polish
port1283,celestial,303,TRUE,Portuguese
port1283,gay,303,TRUE,Portuguese
port1283,persuade,303,TRUE,Portuguese
roma1327,final,303,TRUE,Romanian
roma1327,sexual,303,TRUE,Romanian
stan1288,compile,303,TRUE,Spanish
stan1288,memo,303,FALSE,Spanish
stan1295,renal,303,TRUE,German
wels1247,bump,303,FALSE,Welsh
czec1258,sad,302,FALSE,Czech
dani1285,ride,302,TRUE,Danish
dani1285,stop,302,TRUE,Danish
finn1318,loan,302,FALSE,Finnish
ital1282,degenerate,302,TRUE,Italian
ital1282,muse,302,TRUE,Italian
nucl1301,market,302,TRUE,Turkish
olde1238,heard,302,FALSE,Old English (ca. 450-1100)
poli1260,park,302,TRUE,Polish
stan1288,precedes,302,FALSE,Spanish
stan1290,coaches,302,FALSE,French
stan1290,compile,302,TRUE,French
stan1290,continues,302,FALSE,French
stan1290,flames,302,FALSE,French
stan1290,iridescent,302,TRUE,French
stan1290,mailing,302,TRUE,French
stan1290,sacramental,302,TRUE,French
stan1306,sat,302,FALSE,Standard Malay
wels1247,flew,302,FALSE,Welsh
wels1247,frown,302,FALSE,Welsh
dani1285,led,301,FALSE,Danish
dutc1256,rotten,301,FALSE,Dutch
dutc1256,tart,301,FALSE,Dutch
finn1318,radio,301,TRUE,Finnish
hmon1333,tub,301,FALSE,Hmong Daw
indo1316,data,301,TRUE,Standard Indonesian
ital1282,prone,301,FALSE,Italian
nucl1301,kin,301,FALSE,Turkish
pali1273,mama,301,FALSE,Pali
poli1260,herb,301,FALSE,Polish
port1283,solo,301,TRUE,Portuguese
sout1528,problem,301,TRUE,Serbian-Croatian-Bosnian
stan1288,inaugural,301,TRUE,Spanish
stan1290,audio,301,TRUE,French
stan1290,caves,301,FALSE,French
swed1254,real,301,TRUE,Swedish
dutc1256,extra,300,TRUE,Dutch
dutc1256,tint,300,TRUE,Dutch
ital1282,compromise,300,FALSE,Italian
ital1282,passive,300,FALSE,Italian
lati1261,accumulate,300,FALSE,Latin
lati1261,imperative,300,TRUE,Latin
lati1261,thorax,300,TRUE,Latin
port1283,boot,300,TRUE,Portuguese
port1283,pine,300,FALSE,Portuguese
port1283,spin,300,TRUE,Portuguese
stan1290,sacrifices,300,FALSE,French
stan1295,subversive,300,FALSE,German
swed1254,standard,300,TRUE,Swedish
wels1247,bait,300,FALSE,Welsh
czec1258,swing,299,TRUE,Czech
dutc1256,helper,299,TRUE,Dutch
ital1282,suspense,299,TRUE,Italian
ital1282,tunnel,299,TRUE,Italian
lati1261,alternative,299,FALSE,Latin
lati1261,astute,299,FALSE,Latin
lith1251,jus,299,FALSE,Lithuanian
port1283,chocolate,299,TRUE,Portuguese
port1283,manifesto,299,TRUE,Portuguese
roma1327,pus,299,FALSE,Romanian
stan1288,cries,299,FALSE,Spanish
stan1288,machines,299,FALSE,Spanish
stan1290,additions,299,FALSE,French
stan1290,arrives,299,FALSE,French
stan1290,colonisation,299,TRUE,French
stan1290,hormone,299,TRUE,French
stan1290,termite,299,TRUE,French
stan1290,toaster,299,FALSE,French
wels1247,tag,299,FALSE,Welsh
czec1258,model,298,TRUE,Czech
czec1258,piano,298,TRUE,Czech
dani1285,spring,298,TRUE,Danish
iris1253,rug,298,FALSE,Irish
poli1260,kit,298,FALSE,Polish
poli1260,tar,298,FALSE,Polish
stan1288,herpes,298,FALSE,Spanish
stan1288,inhale,298,TRUE,Spanish
stan1290,caps,298,FALSE,French
swed1254,extra,298,TRUE,Swedish
dutc1256,dip,297,TRUE,Dutch
dutc1256,flap,297,TRUE,Dutch
dutc1256,tang,297,FALSE,Dutch
iris1253,saint,297,FALSE,Irish
ital1282,patron,297,TRUE,Italian
lati1261,terminate,297,FALSE,Latin
olde1238,help,297,TRUE,Old English (ca. 450-1100)
poli1260,rob,297,FALSE,Polish
port1283,nave,297,TRUE,Portuguese
port1283,romance,297,TRUE,Portuguese
roma1327,ton,297,FALSE,Romanian
stan1288,pretense,297,FALSE,Spanish
stan1290,deals,297,FALSE,French
swed1254,green,297,TRUE,Swedish
swed1254,horn,297,TRUE,Swedish
czec1258,agent,296,TRUE,Czech
dani1285,folk,296,TRUE,Danish
dani1285,hed,296,FALSE,Danish
dutc1256,hotel,296,TRUE,Dutch
dutc1256,patent,296,TRUE,Dutch
dutc1256,perfect,296,TRUE,Dutch
ital1282,volatile,296,TRUE,Italian
lati1261,penis,296,TRUE,Latin
lati1261,resume,296,FALSE,Latin
maor1246,aka,296,FALSE,Maori
port1283,resort,296,TRUE,Portuguese
port1283,verbal,296,TRUE,Portuguese
roma1327,sure,296,FALSE,Romanian
stan1288,bonanza,296,FALSE,Spanish
stan1288,globular,296,TRUE,Spanish
stan1288,recital,296,FALSE,Spanish
stan1290,commute,296,FALSE,French
stan1290,doctrinal,296,TRUE,French
stan1290,motives,296,FALSE,French
stan1290,sardines,296,FALSE,French
stan1295,militant,296,TRUE,German
swed1254,pack,296,FALSE,Swedish
zulu1248,bona,296,FALSE,Zulu
czec1258,standard,295,TRUE,Czech
dutc1256,frank,295,TRUE,Dutch
dutc1256,transfer,295,TRUE,Dutch
hung1274,ant,295,FALSE,Hungarian
ital1282,evaporate,295,FALSE,Italian
lati1261,junior,295,FALSE,Latin
mand1415,peat,295,FALSE,Mandarin Chinese
poli1260,bury,295,FALSE,Polish
port1283,diet,295,TRUE,Portuguese
port1283,federal,295,TRUE,Portuguese
port1283,lunar,295,TRUE,Portuguese
stan1288,nitrate,295,FALSE,Spanish
stan1288,pelvis,295,TRUE,Spanish
stan1288,viable,295,TRUE,Spanish
stan1290,grades,295,FALSE,French
stan1295,brows,295,FALSE,German
afri1274,breed,294,FALSE,Afrikaans
dutc1256,monster,294,TRUE,Dutch
dutc1256,shirt,294,TRUE,Dutch
dutc1256,strand,294,TRUE,Dutch
ital1282,concrete,294,TRUE,Italian
lati1261,surge,294,FALSE,Latin
latv1249,art,294,FALSE,Latvian
lith1251,gal,294,FALSE,Lithuanian
nucl1301,bay,294,FALSE,Turkish
port1283,actor,294,TRUE,Portuguese
roma1327,crime,294,FALSE,Romanian
roma1327,guard,294,TRUE,Romanian
scot1243,island,294,TRUE,Scots
stan1288,influenza,294,TRUE,Spanish
stan1288,output,294,TRUE,Spanish
stan1288,sane,294,FALSE,Spanish
stan1290,peeling,294,FALSE,French
swed1254,skull,294,FALSE,Swedish
tokp1240,strong,294,TRUE,Tok Pisin
hung1274,major,293,FALSE,Hungarian
ital1282,bio,293,FALSE,Italian
ital1282,dispose,293,FALSE,Italian
ital1282,refrain,293,TRUE,Italian
lati1261,panes,293,FALSE,Latin
mand1415,coupon,293,TRUE,Mandarin Chinese
maor1246,tea,293,FALSE,Maori
olde1238,bed,293,FALSE,Old English (ca. 450-1100)
olde1238,line,293,TRUE,Old English (ca. 450-1100)
port1283,soda,293,TRUE,Portuguese
roma1327,popular,293,TRUE,Romanian
scot1243,learn,293,TRUE,Scots
stan1288,aspire,293,TRUE,Spanish
stan1288,roses,293,FALSE,Spanish
stan1290,culmination,293,TRUE,French
stan1295,analog,293,TRUE,German
taga1270,moral,293,FALSE,Tagalog
wels1247,credo,293,FALSE,Welsh
wels1247,moth,293,FALSE,Welsh
yoru1245,run,293,FALSE,Yoruba
dani1285,list,292,TRUE,Danish
dutc1256,arrest,292,TRUE,Dutch
hung1274,fan,292,TRUE,Hungarian
lati1261,rotunda,292,FALSE,Latin
mand1415,fax,292,TRUE,Mandarin Chinese
nucl1301,legal,292,TRUE,Turkish
poli1260,hop,292,TRUE,Polish
port1283,acre,292,TRUE,Portuguese
port1283,director,292,TRUE,Portuguese
port1283,fender,292,FALSE,Portuguese
roma1327,cast,292,FALSE,Romanian
stan1288,domain,292,TRUE,Spanish
stan1288,tempo,292,TRUE,Spanish
stan1290,wheeling,292,TRUE,French
swed1254,gods,292,FALSE,Swedish
swed1254,pin,292,FALSE,Swedish
dutc1256,harden,291,TRUE,Dutch
iris1253,hat,291,FALSE,Irish
ital1282,boiler,291,TRUE,Italian
ital1282,budget,291,TRUE,Italian
ital1282,create,291,FALSE,Italian
ital1282,improvement,291,TRUE,Italian
ital1282,potato,291,FALSE,Italian
lati1261,mallet,291,FALSE,Latin
lati1261,palate,291,FALSE,Latin
poli1260,rude,291,FALSE,Polish
stan1288,limo,291,FALSE,Spanish
stan1290,dots,291,FALSE,French
stan1290,terse,291,FALSE,French
swed1254,drift,291,TRUE,Swedish
dutc1256,district,290,TRUE,Dutch
hung1274,comb,290,FALSE,Hungarian
ital1282,broker,290,TRUE,Italian
ital1282,fortunate,290,FALSE,Italian
lati1261,convince,290,FALSE,Latin
nucl1301,bank,290,FALSE,Turkish
nucl1301,test,290,TRUE,Turkish
olde1238,ing,290,FALSE,Old English (ca. 450-1100)
roma1327,computer,290,TRUE,Romanian
roma1327,contract,290,TRUE,Romanian
stan1288,dude,290,FALSE,Spanish
stan1290,inclinations,290,FALSE,French
stan1290,unification,290,TRUE,French
swed1254,ser,290,FALSE,Swedish
wels1247,foes,290,FALSE,Welsh
arom1237,bag,289,FALSE,Aromanian
finn1318,kin,289,FALSE,Finnish
hung1274,told,289,FALSE,Hungarian
ital1282,casting,289,TRUE,Italian
ital1282,sensitive,289,FALSE,Italian
lati1261,accelerate,289,FALSE,Latin
lati1261,dogma,289,TRUE,Latin
port1283,saliva,289,TRUE,Portuguese
roma1327,sugar,289,FALSE,Romanian
scot1243,agree,289,FALSE,Scots
sout1528,standard,289,TRUE,Serbian-Croatian-Bosnian
stan1288,grille,289,FALSE,Spanish
stan1290,fantasy,289,TRUE,French
stan1290,jeans,289,FALSE,French
stan1290,programmes,289,FALSE,French
stan1290,surfaces,289,FALSE,French
stan1290,weird,289,TRUE,French
dani1285,mat,288,FALSE,Danish
dutc1256,heir,288,FALSE,Dutch
ital1282,subordinate,288,TRUE,Italian
nucl1301,nail,288,FALSE,Turkish
olde1238,read,288,FALSE,Old English (ca. 450-1100)
port1283,tribute,288,FALSE,Portuguese
roma1327,clean,288,FALSE,Romanian
roma1327,decide,288,TRUE,Romanian
sout1528,plot,288,FALSE,Serbian-Croatian-Bosnian
sout1528,tip,288,FALSE,Serbian-Croatian-Bosnian
stan1288,anemia,288,TRUE,Spanish
stan1290,pelvis,288,TRUE,French
stan1290,slalom,288,TRUE,French
stan1290,thermos,288,TRUE,French
stan1290,valves,288,FALSE,French
stan1295,zoom,288,FALSE,German
swed1254,material,288,TRUE,Swedish
afri1274,belt,287,TRUE,Afrikaans
czec1258,civil,287,FALSE,Czech
dutc1256,ham,287,TRUE,Dutch
lati1261,desolate,287,FALSE,Latin
lati1261,vigilant,287,FALSE,Latin
olde1238,dead,287,TRUE,Old English (ca. 450-1100)
olde1238,run,287,FALSE,Old English (ca. 450-1100)
roma1327,fund,287,FALSE,Romanian
roma1327,suit,287,FALSE,Romanian
sout1528,mast,287,FALSE,Serbian-Croatian-Bosnian
stan1290,challenger,287,FALSE,French
stan1290,neutron,287,TRUE,French
swed1254,fight,287,TRUE,Swedish
swed1254,support,287,TRUE,Swedish
taga1270,tip,287,TRUE,Tagalog
wels1247,toes,287,FALSE,Welsh
dani1285,talk,286,FALSE,Danish
dutc1256,baby,286,TRUE,Dutch
lati1261,effective,286,FALSE,Latin
